time,C,Phi,R_obs,R_theory,D_eff,sigma,stage,subject,recording
0.0,26.870799718273,15.55500567098277,1.0,3.0,0.5758232062964225,0.47471971278932507,Sleep stage W,0,1
15.0,35.18916484775443,19.52076206729768,1.0,3.0,0.6008844109405163,0.42399419395245747,Sleep stage W,0,1
30.0,55.72424958093003,25.83517030997385,1.0,3.0,0.7189714500600406,0.4231335258569082,Sleep stage W,0,1
45.0,61.133946296346174,28.02981219919667,1.0,3.0,0.7270110107753803,0.43245891463355446,Sleep stage W,0,1
60.0,41.358987644704264,23.8715433564587,0.9966013747378346,2.9932027494756692,0.5788329778660749,0.43577547151049295,Sleep stage W,0,1
75.0,38.25382377610359,23.74320172551,0.9874582428595057,2.974916485719011,0.5415777232140411,0.4205301005223898,Sleep stage W,0,1
90.0,55.27228340191719,26.464044301622497,1.0,3.0,0.6961934561973265,0.3810102764501786,Sleep stage W,0,1
105.0,53.84569814468957,25.69399451593028,1.0,3.0,0.6985510188811531,0.39361994539765816,Sleep stage W,0,1
120.0,53.331703626915335,26.28436601829431,0.9783151109811771,2.956630221962354,0.6862635600974841,0.4410010166076921,Sleep stage W,0,1
135.0,58.59982050032182,28.761359495604278,1.0,3.0,0.6791498678319648,0.4748559026032373,Sleep stage W,0,1
150.0,60.193697039166345,28.235158808714594,1.0,3.0,0.7106234399336661,0.5086896430624606,Sleep stage W,0,1
165.0,50.227220085721726,25.398808764748267,1.0,3.0,0.6591807848279027,0.47328194372405036,Sleep stage W,0,1
180.0,46.013621174039635,22.89614696124856,1.0,3.0,0.6698888573103167,0.45745386319771264,Sleep stage W,0,1
195.0,36.259882118483425,19.636269535151516,1.0,3.0,0.6155256399995502,0.48731232482035924,Sleep stage W,0,1
210.0,33.620802587339185,19.212742153020795,1.0,3.0,0.5833073752055574,0.48748895678573306,Sleep stage W,0,1
225.0,47.17813541915095,23.57635760527668,0.978315110981177,2.956630221962354,0.676810442091508,0.4237318098031478,Sleep stage W,0,1
240.0,55.536375004880746,25.59132121117132,1.0,3.0,0.7233751180281329,0.4081367953537712,Sleep stage W,0,1
255.0,53.21780779185271,26.618054258760942,1.0,3.0,0.6664374898143534,0.4159160235640912,Sleep stage W,0,1
270.0,47.047479984402784,24.872608077858583,1.0,3.0,0.6305126217179735,0.4230644777509439,Sleep stage W,0,1
285.0,38.09044358267884,21.39454987914874,0.941742583467862,2.883485166935724,0.6174405595693121,0.49059822955212234,Sleep stage W,0,1
300.0,41.60826233195854,22.074760523176863,1.0,3.0,0.6282931478580549,0.5466683234069243,Sleep stage W,0,1
315.0,38.195856122929065,20.00846026490275,1.0,3.0,0.6363284266960677,0.47382490742835115,Sleep stage W,0,1
330.0,43.82378263332981,23.062991081481876,1.0,3.0,0.6333925852389768,0.4751271590985107,Sleep stage W,0,1
345.0,49.78585085689606,24.949613056427804,1.0,3.0,0.6651519436967737,0.4348398233991447,Sleep stage W,0,1
