time,C,Phi,R_obs,R_theory,D_eff,sigma,stage,subject,recording
0.0,19.70502203519905,13.475871249613782,0.9508857153461907,2.9017714306923814,0.5039145186120182,0.4662547716042176,Sleep stage W,2,2
15.0,20.794809350667137,13.822393653175283,0.9691719791028482,2.9383439582056967,0.5119989301659768,0.3895482076008641,Sleep stage W,2,2
30.0,22.274659747800772,13.629881206752225,0.9508857153461907,2.9017714306923814,0.5631911316595887,0.4828685394966674,Sleep stage W,2,2
45.0,21.908033715825606,13.514373738898396,0.9234563197112045,2.846912639422409,0.5694208101911434,0.5082313638256222,Sleep stage W,2,2
60.0,22.79922164149321,14.079076915072683,0.9234563197112045,2.846912639422409,0.5688158618219564,0.4990951722447717,Sleep stage W,2,2
75.0,33.41979204800182,17.749647560205585,1.0,3.0,0.6276141903596336,0.441076924402645,Sleep stage W,2,2
90.0,35.357080008299256,18.6480389768465,1.0,3.0,0.6320071161762869,0.4990499405016805,Sleep stage W,2,2
105.0,25.209482908455175,14.040574425788073,1.0,3.0,0.5984912521848909,0.44613835141913405,Sleep stage W,2,2
120.0,22.606792294180213,13.193519661526638,1.0,3.0,0.5711589950760304,0.47932702906081914,Sleep stage W,2,2
135.0,24.96174453674061,14.579609275772627,0.9508857153461907,2.9017714306923814,0.5900187978091842,0.47899336235846246,Sleep stage W,2,2
150.0,28.433327982428803,15.529337344793026,0.9874582428595057,2.974916485719011,0.6154602261562758,0.47080582964617357,Sleep stage W,2,2
165.0,32.35878845541401,17.159276057841552,0.9874582428595057,2.974916485719011,0.6338967326555313,0.46214336049520616,Sleep stage W,2,2
180.0,27.229724055634975,15.041639147187958,0.9966013747378346,2.9932027494756692,0.6048002181415253,0.4537794959373474,Sleep stage W,2,2
195.0,21.528524882576363,13.039509704388193,0.9051700559545469,2.8103401119090936,0.5874814110649713,0.4037482250527438,Sleep stage W,2,2
210.0,22.711754756513223,12.975338888913841,1.0,3.0,0.5834595137477346,0.45325104917181347,Sleep stage W,2,2
225.0,16.780137150818355,10.716526184216676,0.9600288472245194,2.9200576944490386,0.536228687494281,0.5363611269097236,Sleep stage W,2,2
240.0,13.552452490114982,10.010647213998809,0.8868837921978895,2.773767584395779,0.4880739946359169,0.6060910053187178,Sleep stage W,2,2
255.0,14.41927118713111,10.203159660421866,0.9325994515895332,2.865198903179066,0.49323495953241575,0.5578062316716781,Sleep stage W,2,2
270.0,12.53517059010442,8.983914166409187,0.9325994515895332,2.865198903179066,0.48697860180208674,0.5561485266850874,Sleep stage W,2,2
285.0,12.937137906163176,8.932577514029706,0.9508857153461907,2.9017714306923814,0.4991122320446097,0.5685718477391482,Sleep stage W,2,2
300.0,15.83926778300256,11.011711935398692,0.8960269240762182,2.7920538481524364,0.5151770043567593,0.5841776282319033,Sleep stage W,2,2
315.0,18.14474069942407,12.295128244885717,0.9691719791028482,2.9383439582056967,0.502244362770402,0.5206163420046107,Sleep stage W,2,2
330.0,20.20185777957817,13.078012193672805,0.9600288472245194,2.9200576944490386,0.5290030050517421,0.44415621795642607,Sleep stage W,2,2
345.0,20.26796678857101,13.655549532941968,0.9234563197112045,2.846912639422409,0.5213469792318048,0.49665319880846376,Sleep stage W,2,2
360.0,15.377799182133641,10.94754111992434,0.9600288472245194,2.9200576944490386,0.48104551263109885,0.529704147707699,Sleep stage W,2,2
375.0,15.79170676419123,11.255561034201227,0.9691719791028482,2.9383439582056967,0.4774845145221265,0.4974148084166673,Sleep stage W,2,2
390.0,19.92280558902851,12.744323953206179,1.0,3.0,0.5210896412180522,0.4792367950885381,Sleep stage W,2,2
405.0,20.76543374278478,12.988173052008714,0.9508857153461907,2.9017714306923814,0.5509722677880863,0.500041361227613,Sleep stage W,2,2
420.0,18.49175188050159,12.667318974636956,0.9966013747378346,2.9932027494756692,0.48770500826943747,0.552651649295396,Sleep stage W,2,2
435.0,14.593324247209999,10.292998802085956,0.9325994515895332,2.865198903179066,0.49483172272177356,0.6034064213717172,Sleep stage W,2,2
450.0,13.36950492822302,9.638456484247572,0.8960269240762182,2.7920538481524364,0.49680281133660725,0.5524487957340312,Sleep stage W,2,2
465.0,13.609911204688741,9.805300604480886,0.9234563197112045,2.846912639422409,0.4875512100614232,0.48546948834838677,Sleep stage W,2,2
480.0,15.26732157449387,10.472677085414139,0.941742583467862,2.883485166935724,0.5055771283722984,0.4781973386894474,Sleep stage W,2,2
495.0,15.653495286585034,10.832033652070507,0.9234563197112045,2.846912639422409,0.5076065128563115,0.45923188253635916,Sleep stage W,2,2
510.0,14.455195627446317,10.4470087592244,0.9325994515895332,2.865198903179066,0.4829222756181279,0.5327493313261593,Sleep stage W,2,2
525.0,12.859070385050412,9.702627299721923,0.9600288472245194,2.9200576944490386,0.45386719304913087,0.638748440906475,Sleep stage W,2,2
540.0,14.056676199518444,10.254496312801347,0.941742583467862,2.883485166935724,0.4753905954042577,0.5719336260018363,Sleep stage W,2,2
555.0,19.21278805027469,12.449138202024162,1.0,3.0,0.5144342186179279,0.45289551808088097,Sleep stage W,2,2
570.0,16.719280518397508,11.94860584132422,0.9691719791028482,2.9383439582056967,0.47620912968105195,0.42171217836468694,Sleep stage W,2,2
585.0,12.9292009095787,9.497280690204,0.941742583467862,2.883485166935724,0.47212248977315013,0.4884215532627797,Sleep stage W,2,2
600.0,13.910417485136918,9.93364223542959,0.9143131878328757,2.8286263756657517,0.4950579773618977,0.5090273528017851,Sleep stage W,2,2
615.0,17.504619788342026,11.91010335203961,0.9691719791028482,2.9383439582056967,0.5001894410519064,0.512080478298979,Sleep stage W,2,2
630.0,16.172506532652065,11.024546098493564,0.9691719791028482,2.9383439582056967,0.4992453001575179,0.5303612621366237,Sleep stage W,2,2
645.0,14.020765214340885,9.792466441386015,0.9600288472245194,2.9200576944490386,0.4903296917992835,0.5030407570292251,Sleep stage W,2,2
660.0,18.090661575786392,12.38496738654981,0.9508857153461907,2.9017714306923814,0.5033804926518938,0.4890767265438108,Sleep stage W,2,2
675.0,18.19516136757466,12.102615798462663,1.0,3.0,0.5011357784291531,0.47592626042385855,Sleep stage W,2,2
690.0,15.08165949438325,9.997813050903941,0.9966013747378345,2.9932027494756692,0.5039738287244615,0.4726383327043147,Sleep stage W,2,2
705.0,16.935514296638242,10.703692021121805,0.978315110981177,2.956630221962354,0.5351404424500043,0.43921772840917944,Sleep stage W,2,2
720.0,17.484401764528574,11.024546098493563,0.9966013747378346,2.9932027494756692,0.529851202232286,0.4600494252808418,Sleep stage W,2,2
735.0,21.34328841884062,14.489770134108532,0.941742583467862,2.883485166935724,0.5108367293296926,0.4846474087533726,Sleep stage W,2,2
750.0,22.636081601692926,14.951800005523863,0.9234563197112045,2.846912639422409,0.5317819974984092,0.5314682061813301,Sleep stage W,2,2
765.0,18.550775323551825,11.82026421037552,0.9874582428595057,2.974916485719011,0.5275457188772684,0.4940500383771562,Sleep stage W,2,2
780.0,19.733206681666807,12.449138202024164,0.9966013747378346,2.9932027494756692,0.5295686177925595,0.44711020567242904,Sleep stage W,2,2
795.0,15.817637135188859,11.191390218726875,0.9966013747378345,2.9932027494756692,0.4721950542827222,0.5973580581722036,Sleep stage W,2,2
810.0,15.864413217547389,11.563580948478112,0.9417425834678621,2.883485166935724,0.4757885065451631,0.6089141899637158,Sleep stage W,2,2
825.0,18.69186767435964,12.192454940126753,1.0,3.0,0.5110228078526001,0.5006507663833073,Sleep stage W,2,2
840.0,15.610553758181243,10.613852879457715,1.0,3.0,0.49025721182406357,0.5539895165733171,Sleep stage W,2,2
855.0,14.113267347307762,10.357169617560306,0.9051700559545469,2.8103401119090936,0.4848725494268871,0.5462218490493909,Sleep stage W,2,2
870.0,15.119324078650354,10.857701978260248,0.9234563197112045,2.846912639422409,0.4891255154486697,0.5014401650934432,Sleep stage W,2,2
885.0,15.152971441690516,10.459842922319272,0.9691719791028482,2.9383439582056967,0.49302621240418815,0.46942388249372047,Sleep stage W,2,2
900.0,15.050670217609873,10.767862836596159,0.9234563197112045,2.846912639422409,0.4909668668020211,0.487155636776254,Sleep stage W,2,2
915.0,14.84572882414402,10.601018716362843,0.8777406603195607,2.755481320639121,0.5082254988151484,0.5078158486276074,Sleep stage W,2,2
930.0,16.305235515618463,11.152887729442265,0.9234563197112045,2.846912639422409,0.513529746313432,0.4993870037172716,Sleep stage W,2,2
945.0,16.11164973236622,11.191390218726875,0.9508857153461907,2.9017714306923814,0.4961268967820664,0.5036358375984213,Sleep stage W,2,2
960.0,14.96923737965221,11.306897686580708,0.8868837921978895,2.773767584395779,0.47729418643027866,0.5681123940228977,Sleep stage W,2,2
975.0,16.594736726745364,11.691922579426816,0.9234563197112045,2.846912639422409,0.4985518076923147,0.582117261008695,Sleep stage W,2,2
990.0,17.54951338249938,11.268395197296098,0.9143131878328757,2.8286263756657517,0.55058886267477,0.513341621993272,Sleep stage W,2,2
1005.0,15.425903428222119,10.07481802947316,0.941742583467862,2.883485166935724,0.5310014118704228,0.514560214905639,Sleep stage W,2,2
1020.0,12.688042135170168,9.202094939021983,0.9143131878328757,2.8286263756657517,0.4874525155256489,0.5239512807567492,Sleep stage W,2,2
1035.0,13.361648778253263,9.073753308073279,0.9691719791028482,2.9383439582056967,0.5011531353198885,0.5277564321066912,Sleep stage W,2,2
1050.0,12.811579163593063,9.330436569970685,0.9234563197112045,2.846912639422409,0.4823103249688683,0.5563635227894339,Sleep stage W,2,2
1065.0,13.337727174577928,9.882305583050108,0.9143131878328757,2.8286263756657517,0.4771423484988251,0.6022703325154355,Sleep stage W,2,2
1080.0,14.300496030975623,10.382837943750049,0.8868837921978895,2.773767584395779,0.49655225414520815,0.5356683134615666,Sleep stage W,2,2
1095.0,21.731142159610943,13.963569447218855,1.0,3.0,0.5187580496938331,0.47112984269867303,Sleep stage W,2,2
1110.0,20.846535589107564,14.040574425788073,0.9783151109811771,2.956630221962354,0.5021714333297326,0.49749617056837103,Sleep stage W,2,2
1125.0,19.454688993835116,12.667318974636956,0.9691719791028482,2.9383439582056967,0.5226812891333092,0.4728660423007063,Sleep stage W,2,2
1140.0,20.00717937784937,13.309027129380471,0.9600288472245194,2.9200576944490386,0.5148113619203255,0.47973423867916587,Sleep stage W,2,2
1155.0,14.924187549517333,10.716526184216677,0.9325994515895332,2.865198903179066,0.4860510575833592,0.5474490267565318,Sleep stage W,2,2
1170.0,11.892004595322476,9.163592449737372,0.8777406603195607,2.755481320639121,0.47096846784367363,0.5419293494900382,Sleep stage W,2,2
1185.0,13.540096972700097,10.151823008042385,0.8868837921978895,2.773767584395779,0.48084783922890856,0.47203430440271155,Sleep stage W,2,2
