time,C,Phi,R_obs,R_theory,D_eff,sigma,stage,subject,recording
0.0,40.650087743154685,22.24160464341018,0.9691719791028482,2.9383439582056967,0.6220033709993077,0.4671458467535283,Sleep stage W,2,1
15.0,30.739684056669727,19.623435372056644,0.9691719791028482,2.9383439582056967,0.5331160134642118,0.4551116129930418,Sleep stage W,2,1
30.0,27.477942544585893,19.405254599443847,0.8960269240762182,2.7920538481524364,0.5071554257030612,0.44614308671454667,Sleep stage W,2,1
45.0,37.06477861882063,22.793473656489596,0.9508857153461907,2.9017714306923814,0.5603865389628679,0.4094260690855101,Sleep stage W,2,1
60.0,44.886807215800374,22.767805330299854,1.0,3.0,0.6571678233747619,0.4652047972488653,Sleep stage W,2,1
75.0,34.96651174114278,19.61060120896177,1.0,3.0,0.5943470977517944,0.4312839007195006,Sleep stage W,2,1
90.0,49.66680829773155,24.205231596925326,1.0,3.0,0.6839679554238801,0.47520740357803876,Sleep stage W,2,1
105.0,57.123159375738766,26.83623503137373,1.0,3.0,0.7095277375155541,0.4857158482735225,Sleep stage W,2,1
120.0,43.83319171847292,22.703634514825506,0.9966013747378345,2.9932027494756692,0.645017611397631,0.42788887232074346,Sleep stage W,2,1
135.0,34.490851445963436,18.72504395541572,0.978315110981177,2.956630221962354,0.6229942780652259,0.44777594338852755,Sleep stage W,2,1
150.0,29.984964400296697,17.01810026379798,1.0,3.0,0.5873151514269913,0.4766960972378052,Sleep stage W,2,1
165.0,34.62862061250835,19.82878198157457,1.0,3.0,0.5821272102456282,0.47155132473965217,Sleep stage W,2,1
180.0,37.34760439933127,20.740007561310353,1.0,3.0,0.6002505751091064,0.4572085030102427,Sleep stage W,2,1
195.0,31.555567500450724,17.377456830454346,0.9874582428595059,2.974916485719012,0.6104006653529525,0.45389984584830356,Sleep stage W,2,1
210.0,36.841314643813845,19.07156635897722,0.9966013747378345,2.9932027494756692,0.645375716617895,0.456249168328097,Sleep stage W,2,1
225.0,47.5706368924434,24.628758979056048,1.0,3.0,0.6438358902952548,0.4531125021687484,Sleep stage W,2,1
240.0,55.101861164596684,28.0169780361018,0.978315110981177,2.956630221962354,0.6651934538328437,0.4133476526027896,Sleep stage W,2,1
255.0,51.12109626672223,27.34960155516855,0.9600288472245194,2.9200576944490386,0.6401145847087313,0.4374440570969201,Sleep stage W,2,1
